"Age","Year","log_mx"
50,1975,-5.20637711070992
51,1975,-5.13091680564507
52,1975,-5.01303817105666
53,1975,-4.93355384170854
54,1975,-4.82560882517265
55,1975,-4.76234505993317
56,1975,-4.65145180348582
57,1975,-4.55932691448903
58,1975,-4.46204188557175
59,1975,-4.37522624792437
60,1975,-4.28524693586173
61,1975,-4.22163088839319
62,1975,-4.0961251471888
63,1975,-4.01696644915284
64,1975,-3.9341858099998
65,1975,-3.82653894735515
66,1975,-3.78833982130663
67,1975,-3.68732085359615
68,1975,-3.59541978844171
69,1975,-3.50432229435969
70,1975,-3.4191262293411
71,1975,-3.37104100421805
72,1975,-3.23206946276958
73,1975,-3.14536006342365
74,1975,-3.05591492863315
75,1975,-2.96210186515141
76,1975,-2.8671861741877
77,1975,-2.78674093175652
78,1975,-2.6744794629889
79,1975,-2.58387367656955
80,1975,-2.51102561049815
81,1975,-2.44756982269372
82,1975,-2.32440845624194
83,1975,-2.21933456988043
84,1975,-2.11786269861844
85,1975,-2.04379114426773
86,1975,-1.93350139830616
87,1975,-1.84839710796472
88,1975,-1.7698794479652
89,1975,-1.68577332324062
90,1975,-1.59839335922306
91,1975,-1.53931157947495
92,1975,-1.42591538874521
93,1975,-1.34787141265215
94,1975,-1.26623147235864
95,1975,-1.19035539654919
96,1975,-1.11600352562067
97,1975,-1.04408530627543
98,1975,-0.974718891962236
99,1975,-0.908000222576499
100,1975,-0.844019322636994
0,1976,-4.14482071381443
1,1976,-6.78487948225497
2,1976,-7.22512017254365
3,1976,-7.42235307443824
4,1976,-7.58050412330812
5,1976,-7.68734871403201
6,1976,-7.79520705987785
7,1976,-7.89823849761166
8,1976,-7.99929307400506
9,1976,-8.02921623563478
10,1976,-8.08042379347478
11,1976,-8.08448513336788
12,1976,-8.01015463456037
13,1976,-7.90018450905179
14,1976,-7.71609186164798
15,1976,-7.52548775955314
16,1976,-7.24565302402242
17,1976,-7.06901476844478
18,1976,-6.91863583627367
19,1976,-6.84101120654296
20,1976,-6.82901419871922
21,1976,-6.82635906227287
22,1976,-6.87403897636307
23,1976,-6.91106585250978
24,1976,-6.92587787209907
25,1976,-6.92839357697875
26,1976,-6.92643081042449
27,1976,-6.92243580814875
28,1976,-6.90927244117848
29,1976,-6.87835083520017
30,1976,-6.84642311069941
31,1976,-6.82195325462174
32,1976,-6.76538217285452
33,1976,-6.72588364974401
34,1976,-6.65639487594227
35,1976,-6.59411999304613
36,1976,-6.53318542510882
37,1976,-6.45176641287031
38,1976,-6.37370115568814
39,1976,-6.28812106096634
40,1976,-6.21367620008264
41,1976,-6.12661679242344
42,1976,-6.01160664796484
43,1976,-5.92665427390048
44,1976,-5.84789857651066
45,1976,-5.75660263799765
46,1976,-5.64978833900762
47,1976,-5.55067512143629
48,1976,-5.45321832854636
49,1976,-5.34833387743715
50,1976,-5.25626782365293
51,1976,-5.17665569065552
52,1976,-5.062970558407
53,1976,-4.98209890258604
54,1976,-4.87296390436555
55,1976,-4.8066220103334
56,1976,-4.69554536999568
57,1976,-4.60288509337492
58,1976,-4.50774961057866
59,1976,-4.41924295180952
60,1976,-4.32884184789155
61,1976,-4.25951890309975
62,1976,-4.13980462132287
63,1976,-4.059897844708
64,1976,-3.97605419744909
65,1976,-3.86896706403078
66,1976,-3.82337533367317
67,1976,-3.72386179425583
68,1976,-3.63355855040531
69,1976,-3.54179611169408
70,1976,-3.45595675172365
71,1976,-3.40261064321495
72,1976,-3.26938041840788
73,1976,-3.18280286823033
74,1976,-3.09237234281711
75,1976,-2.99917342821615
76,1976,-2.90425160703378
77,1976,-2.82242751075699
78,1976,-2.71210887873025
79,1976,-2.61919221906087
80,1976,-2.54063271181242
81,1976,-2.47405275690868
82,1976,-2.35419778166355
83,1976,-2.25009336728678
84,1976,-2.14865830661318
85,1976,-2.07206703843636
86,1976,-1.96380592358445
87,1976,-1.87758171719786
88,1976,-1.79672408845207
89,1976,-1.71105856332687
90,1976,-1.62229048031099
91,1976,-1.55776772576487
92,1976,-1.44788996795033
93,1976,-1.3679208543671
94,1976,-1.28635738335282
95,1976,-1.20971510878044
96,1976,-1.1342748680454
97,1976,-1.06125236173265
98,1976,-0.990772255468034
99,1976,-0.92293962230692
100,1976,-0.857852666393491
0,1977,-4.20009804891354
1,1977,-6.83742342740632
2,1977,-7.27366032988461
3,1977,-7.46986539480029
4,1977,-7.62700514124629
5,1977,-7.73382782507685
6,1977,-7.84246798967478
7,1977,-7.94473936212909
8,1977,-8.04408459642912
9,1977,-8.06991184746666
10,1977,-8.11807028535782
11,1977,-8.12238980093948
12,1977,-8.0440809788061
13,1977,-7.93231681652989
14,1977,-7.74153075219209
15,1977,-7.54661452449395
16,1977,-7.26233898255129
17,1977,-7.08621274873949
18,1977,-6.93288788691399
19,1977,-6.85481187525437
20,1977,-6.84575114339985
21,1977,-6.84519957857815
22,1977,-6.89314907978417
23,1977,-6.92982514785172
24,1977,-6.9444927393461
25,1977,-6.94677780450769
26,1977,-6.94389867420465
